State,Latitude,Longitude,Total reported direct emissions
UT,40.03,-109.43,17872.24
OK,35.77,-97.74,213422.612
LA,32.24,-93.52,214080.604
TX,35.35,-101.99,37896.644
OK,34.59,-96.29,69532.53144
WY,43.28,-107.60,712996.44
LA,31.96,-93.68,214235.636
TX,29.63,-96.72,509747.134
TX,33.63,-97.63,31961.164
TX,31.87,-103.87,72309.33
NM,32.16,-103.84,35299.67
TX,31.19,-102.99,9947.188
OK,35.98,-97.65,31720.498
CO,40.13,-104.59,29657.09
OK,36.18,-98.99,46598.014
OK,35.79,-97.74,45813.488
OK,35.73,-98.08,86403.594
CO,39.33,-108.24,18075.848
TX,32.98,-102.82,442075.608
TX,27.53,-98.76,29.8
LA,29.86,-90.45,128415.604
LA,29.55,-90.40,157215.516
OK,36.07,-97.94,6266.178
TX,31.81,-101.56,53553.122
TX,31.24,-103.07,30336.694
LA,32.44,-91.59,113319.632
TX,31.00,-103.75,188349.528
TX,28.46,-99.10,38771.508
TX,32.14,-103.05,64316.698
WY,42.79,-105.36,48430.978
TX,31.50,-101.91,126987.3453
LA,32.69,-92.66,23127.238
LA,32.52,-93.21,85595.384
TX,35.39,-100.11,13834.406
TX,32.19,-94.26,137858.136
TX,32.49,-101.35,154257.446
AK,70.36,-147.96,598796.344
TX,28.88,-97.94,34868.072
TX,29.62,-98.43,43840.138
TX,28.92,-98.01,24833.908
TX,29.37,-97.27,37670.812
TX,29.17,-97.63,38378.102
TX,28.43,-98.89,67927.25
TX,32.29,-97.55,58874.464
MS,32.41,-90.26,75727.55
OH,41.35,-82.89,51689.208
OK,35.36,-98.17,25904.31
OH,40.14,-80.81,46445.482
WV,38.49,-81.32,51335.26
WV,38.74,-81.68,185252.056
WV,39.04,-81.15,139696.776
WV,39.88,-80.59,136391.444
OH,38.93,-82.55,22622.668
WV,38.75,-80.36,110166.79
WV,38.92,-80.84,64753.428
WV,38.34,-82.55,29519.154
WV,38.88,-78.86,108735.12
WV,38.81,-79.39,30191.496
WV,39.31,-80.78,115716.52
OH,39.79,-81.38,57455.086
VA,39.01,-78.32,20871.874
TN,36.02,-86.69,107272.55
TN,35.31,-87.90,93400.702
KY,36.91,-85.66,99433.226
KY,38.35,-82.91,127720.888
MS,33.74,-90.03,68287.844
LA,30.09,-92.88,26742.952
KY,38.25,-83.44,136683.488
MS,34.53,-88.95,86130.276
KY,37.58,-84.46,98603.03
LA,31.44,-92.23,163615.596
OH,39.71,-82.87,234088.922
TX,30.00,-98.83,61987.184
CO,40.99,-102.86,28214.652
MI,42.81,-82.86,23746.29
WV,39.52,-80.54,38030.808
AR,34.43,-94.45,714.85
CT,41.63,-72.68,69095.898
OK,35.64,-99.02,13390.466
KY,37.58,-84.75,127271.1
TX,32.33,-97.74,40315.592
TX,29.81,-100.81,34915.186
LA,32.41,-91.49,116056.478
PA,40.38,-79.55,34213.482
TN,36.36,-86.07,16513.502
OH,39.83,-80.87,37974.56
UT,40.57,-109.33,34213.726
UT,39.65,-110.98,67456.354
WY,41.52,-109.31,104489.9
UT,39.82,-111.46,21653.52
AR,35.20,-93.78,34006.792
FL,29.00,-82.34,16907.294
GA,32.30,-81.28,51199.158
GA,33.16,-82.27,30564.086
GA,34.29,-82.81,145083.958
TX,27.68,-99.21,11497.416
UT,39.45,-111.99,74993.224
NY,43.10,-78.26,39838.564
NM,34.58,-106.70,26325.82
NM,33.33,-103.57,17512.944
AZ,34.73,-114.46,40280.072
CO,37.10,-107.77,52418.756
TX,31.97,-106.40,75194.49
TX,31.70,-105.46,145422.224
TX,31.77,-104.91,102802.016
TX,31.68,-105.95,60418.19
TX,31.95,-103.11,45250.912
TX,32.99,-102.75,40002.436
TX,31.75,-103.16,23883.474
TX,30.74,-102.49,26887.35
NM,32.11,-106.85,31414.792
NM,32.51,-103.29,13144.264
NM,32.28,-108.07,83438.156
NM,36.35,-107.95,21035.212
NM,35.39,-108.23,23698.514
NM,32.32,-108.61,89456.142
NM,34.12,-105.67,12390.462
NM,32.06,-104.02,45892.436
NM,33.71,-104.55,26691.376
AZ,32.66,-111.04,25563.408
AZ,32.32,-109.79,28474.596
AZ,35.40,-110.34,11639.616
AZ,35.17,-113.70,40196.008
AZ,34.07,-113.61,27364.306
AZ,35.30,-111.09,91709.476
AZ,35.56,-109.73,56283.118
AZ,32.76,-110.86,44663.134
AZ,33.54,-113.46,33495.684
AZ,35.60,-112.15,90830.134
AZ,32.11,-109.66,41293
AZ,35.62,-109.12,97780.064
AZ,32.21,-109.08,26191.41
NY,42.93,-74.73,17779.594
OH,40.53,-80.93,28059.048
PA,40.88,-77.73,29425.39
PA,39.89,-77.72,57318.934
PA,39.92,-80.12,27342.958
OH,40.29,-81.47,28814.098
OH,39.81,-82.84,19935.078
WV,39.31,-80.78,39981.65
OH,39.49,-84.23,30399.4
VA,39.00,-77.60,20928.384
OH,39.84,-80.88,28288.398
OH,40.07,-82.19,27473.9
OH,39.63,-83.51,29717.79
LA,32.41,-92.98,22708.376
WY,41.72,-107.79,14190.6
KS,37.68,-98.46,31537.806
TX,28.98,-95.35,4910292.804
OH,40.94,-81.68,27057.014
OH,40.86,-81.47,16679.294
LA,30.26,-92.57,57063.852
PA,41.93,-77.89,27854.954
OK,35.53,-97.53,3876.784
WI,44.45,-88.07,109737.054
FL,28.90,-81.33,127525.5
MI,42.30,-83.15,2972593.638
GA,30.75,-84.48,69786.25
AL,34.63,-87.02,707799.728
AL,34.63,-87.10,169498.25
TX,30.30,-97.61,450217.98
TX,32.40,-97.70,44387.702
GU,13.52,144.85,70153.216
VA,36.97,-82.60,1056296.5
SD,44.40,-96.53,261714.58
TX,29.72,-95.14,3971626.38
IL,39.13,-89.47,36660.75
FL,29.76,-82.39,741729.728
FL,29.76,-82.39,13561.738
OH,41.28,-84.31,26730.4
DE,39.59,-75.63,3306960.116
PA,39.83,-75.39,383033.476
TX,32.36,-95.28,464643.084
AR,35.86,-90.03,1271959.55
MI,42.29,-83.10,15692.74
GA,33.66,-84.42,39857.206
CA,38.02,-121.84,1717242.42
LA,30.55,-91.20,86285.576
TX,33.22,-97.22,118043.656
CO,40.02,-105.03,702
AZ,32.90,-111.79,793834.608
NV,35.79,-114.99,415492.132
SC,33.81,-80.92,7813.762
VI,17.71,-64.78,37868.532
TX,35.95,-101.87,1397066.59
MD,39.21,-77.46,126667.294
MA,41.83,-71.12,110191.392
VA,36.92,-78.25,79499.5
TX,29.61,-95.05,44284.984
MO,38.79,-94.30,704500.74
LA,32.03,-93.57,1283864.364
UT,40.99,-109.21,46012.842
NC,35.86,-76.78,170369.864
PA,41.49,-78.68,198584.538
CA,37.38,-121.95,340474.488
VA,37.82,-77.45,2285389.342
GA,31.53,-84.04,101204.75
MI,43.59,-84.21,40168.804
GA,33.84,-83.70,39718.204
AZ,34.99,-112.37,456824.354
OH,40.09,-82.02,1508518.804
OR,42.44,-122.75,53990.304
WY,44.39,-105.46,2925449.89
DE,39.68,-75.72,29036.74
IN,39.92,-87.45,178373.936
MN,46.79,-92.10,38361.882
WI,45.46,-91.09,28100.742
AZ,32.68,-111.29,45114.25
AK,53.89,-166.53,30570.606
FL,26.78,-80.12,34320.25
OR,45.91,-122.82,198974.924
LA,29.96,-90.26,994102.932
CA,36.76,-119.70,27563.95
MI,42.99,-82.44,8604.568
AL,32.38,-86.57,1776116.268
AL,33.24,-86.46,4142084.478
IL,40.60,-89.66,2675266.818
NE,40.48,-96.55,120692.996
NY,40.62,-73.65,914124.762
NJ,40.68,-74.27,84756.18
NJ,40.32,-74.71,36243.864
CA,34.20,-119.17,1187.496
KY,37.79,-84.71,1207602.57
CO,39.75,-106.72,57378.25
GA,34.32,-84.25,772982.5
MO,39.40,-91.21,78657.75
IN,41.69,-86.00,37353.898
NC,36.12,-77.07,105511
MN,45.85,-93.35,27812.3
KS,38.27,-95.24,53617.148
PA,40.47,-75.77,96359.274
NM,32.80,-103.45,9547.416
AL,33.60,-86.63,101565.25
LA,30.60,-91.22,403100.25
TX,32.39,-96.65,73416
UT,39.54,-110.47,21543.498
CA,33.84,-118.23,35488.416
MI,42.28,-83.11,354734.372
NJ,40.46,-74.33,4989.632
NC,35.74,-80.35,34004.96
AK,64.67,-147.09,417527.036
AR,33.23,-92.65,951491.91
TX,29.76,-94.91,130459.632
CA,33.78,-117.47,119081.15
OH,39.19,-84.50,9943.5
NC,35.33,-81.62,98337.684
IN,40.11,-85.38,49524.724
KS,37.78,-97.53,67561.278
NC,34.37,-77.86,152469.036
MN,45.38,-93.56,43344.776
MI,45.28,-84.22,70892.95
IN,41.63,-85.98,20486.25
NE,42.07,-97.38,70930.532
PA,40.99,-80.35,52610.252
PA,41.84,-79.27,24241.162
PA,40.99,-80.35,48662.618
TX,30.35,-96.08,38585.604
WA,46.02,-122.86,65255.856
WI,42.87,-87.99,47146.25
GA,33.80,-84.33,49174.16
MI,46.45,-87.60,0
MN,44.97,-93.27,90754.908
CA,37.78,-122.41,53565.248
IL,42.31,-87.86,38149.556
OK,36.42,-97.81,89849.7
IN,39.14,-85.96,23365.012
SC,34.81,-82.19,61156.416
OR,44.55,-122.92,29915.088
IL,40.48,-90.64,6465.798
FL,27.96,-82.38,107808.234
IL,41.37,-88.41,2930
NV,40.24,-118.36,38655.404
OR,43.95,-117.37,30158.436
NM,32.08,-104.49,17994.506
TX,29.75,-95.12,24586.656
KY,38.62,-84.53,12070.7
TX,29.72,-95.07,1217459.414
TX,29.63,-95.08,25288.1
IL,41.41,-88.33,334140.924
IA,41.81,-90.30,500824.558
TX,28.79,-95.94,34308.32
TX,27.81,-97.59,1195448.642
TN,36.00,-87.98,47088.308
OH,39.44,-81.45,195515.338
WI,44.34,-89.89,25872.204
MS,32.39,-90.90,239533.664
WV,40.61,-80.63,200109.68
OH,41.34,-82.60,131721.25
MA,42.60,-72.38,32930.57
NJ,40.74,-74.13,359025.548
AL,34.76,-87.89,67358.496
GA,34.00,-85.17,103545.75
PA,40.49,-79.15,8478.048
AR,34.22,-91.91,211440.986
OH,41.60,-83.45,40706.79
LA,30.04,-90.63,40139.648
PA,39.84,-75.37,29087.188
AL,30.52,-88.14,158915.552
TN,35.29,-84.54,52773.15
IL,40.56,-89.72,78918.248
NC,36.04,-79.79,31997.98
IN,40.39,-86.94,72445.228
LA,30.48,-91.17,6286603.37
TX,29.73,-95.02,11811120.56
LA,30.55,-91.18,88587.516
LA,30.56,-91.21,93652.962
TX,29.87,-94.91,83729.136
IL,41.42,-88.18,2318670.42
WV,38.11,-81.57,34170
WV,39.75,-80.85,663207.624
NJ,39.87,-75.16,88058.724
LA,30.22,-93.28,2779109.388
CO,39.65,-106.94,1344.684
AK,52.71,-174.11,30453.194
IA,43.16,-95.26,11642.786
LA,29.05,-89.31,20229.724
KY,38.90,-84.85,2708305.736
IL,42.44,-90.56,760206.164
CO,39.84,-104.49,53030
NY,40.73,-73.97,2055130.908
PA,41.50,-77.74,39684.51
WV,39.55,-80.68,61707.022
PA,41.43,-77.85,140139.344
WV,39.12,-80.46,26510.818
PA,40.30,-79.53,41807.514
MI,42.25,-83.63,36030.364
MD,39.40,-76.40,82234.9
CA,38.95,-122.61,10852.75
TX,32.45,-94.69,2156353.486
TN,36.52,-82.54,3916938.61
PA,40.27,-79.91,30827.184
TX,29.38,-94.89,31547.066
TX,32.77,-97.26,23709.75
PA,40.46,-78.75,349291.944
MI,42.72,-84.56,289659.924
IL,41.41,-90.00,66128.5
LA,30.51,-91.18,40377.748
TN,36.56,-82.35,46651.75
TX,32.07,-102.59,33163.528
PA,39.86,-75.32,17766.646
DE,39.74,-75.50,207073.734
NJ,40.47,-74.39,7882.25
NY,40.60,-73.76,25174
WI,43.72,-87.71,2451404.356
NY,40.79,-73.29,77543.864
GA,32.91,-84.31,161562.418
IN,38.81,-87.25,3726480.028
GA,32.28,-81.28,1047330.32
FL,30.48,-86.49,27895.59
FL,30.66,-81.47,92857.1
AK,61.46,-149.35,297048.888
CA,32.80,-115.54,453298.62
TX,27.72,-97.65,21621.75
PR,18.13,-65.82,58721.25
CA,33.91,-118.43,97234.34
IN,39.73,-87.39,66115.452
SC,34.73,-81.14,0
NC,35.76,-80.28,38721.874
IA,42.44,-92.42,8562.816
IL,42.00,-88.24,310837.948
IA,41.42,-95.03,195219.764
VA,36.77,-76.31,33130.558
WI,44.90,-91.57,43888.6
MN,45.30,-93.55,53781.682
TX,33.86,-101.84,174101.004
TX,29.63,-95.40,11289.008
WI,42.84,-87.83,7072417.794
NJ,40.91,-74.13,37.1
IL,41.44,-88.12,508104.564
OH,39.18,-84.51,173371.696
IA,43.09,-93.29,821057.156
MO,37.14,-94.10,176669.148
NY,42.63,-73.75,1384887.216
KS,38.45,-96.07,214560.556
WA,48.75,-122.49,257573.796
NE,40.07,-97.12,27047.648
DE,39.15,-75.55,72307.676
PA,40.27,-76.88,31395.224
NE,41.26,-95.94,55269.21
PA,40.45,-80.00,35500.916
PA,40.44,-79.99,30237.936
PA,40.08,-80.36,2082189.242
TX,32.32,-96.67,418796.448
LA,30.19,-93.33,133141.248
NY,40.64,-73.57,44252.484
MI,42.69,-84.66,890651.59
NM,35.42,-108.08,13085.4
CA,33.13,-117.12,4757.194
NJ,40.74,-74.12,2845.14
MO,36.87,-89.84,22266.068
KY,37.79,-84.87,19014.528
OH,39.52,-84.41,69321.764
WI,44.21,-88.46,59302.476
ID,43.18,-115.73,288868.88
OR,45.63,-122.78,89732.512
IA,41.51,-94.92,73950.93
MT,45.81,-108.43,711398.314
TX,30.06,-94.07,6137588.974
IN,37.91,-87.33,2437727.23
MI,46.51,-87.52,266415.396
IL,42.24,-88.87,40660.296
MI,42.66,-83.23,39780.7
MI,42.38,-82.98,47676.52
MI,42.37,-82.97,68013.044
IN,40.46,-86.12,32009.98
IN,40.46,-86.11,15306.492
MI,42.57,-83.03,85143.58
MI,42.57,-83.04,497.048
MI,42.56,-83.03,7735.92
OH,41.70,-83.52,83066.488
MI,42.46,-83.04,7386.772
MI,42.46,-83.04,87943.568
MI,42.45,-83.03,5299.98
MI,45.11,-87.61,34397.32
ID,47.53,-116.93,39722.3
NY,43.31,-73.63,155754.194
CA,37.40,-121.14,34100.5
IL,41.73,-87.59,41603.912
OR,45.69,-119.59,39921.5
KS,37.94,-100.77,35708.7
LA,30.14,-93.40,100748.72
PA,41.13,-77.46,220841.088
MA,42.53,-71.85,45786.378
IL,39.56,-89.37,22904.37
SC,34.60,-79.77,57327.384
TX,27.80,-97.42,510785.996
TX,27.84,-97.52,2492661.728
TN,36.61,-87.26,45477.48
MN,44.83,-93.45,17685.5
TX,30.16,-97.67,31886.5
LA,30.03,-89.91,24395.308
CO,39.86,-105.23,25425.25
MO,39.20,-94.48,62212.216
KY,38.29,-85.53,84295.132
KY,38.15,-85.73,41817.092
MI,42.28,-83.41,63644.308
OH,41.49,-82.06,26142.752
MI,42.30,-83.23,26107.852
MI,42.31,-83.16,69875.436
MI,42.58,-83.05,27953.844
NV,38.62,-115.62,14073.718
MI,41.78,-86.65,15858.25
KS,39.11,-94.69,5489.75
LA,30.50,-91.19,331272.728
TX,28.69,-96.54,4985522.924
TX,32.76,-96.49,3540137.68
TX,29.40,-95.72,241705.25
CO,38.75,-104.79,59550.91
ID,42.79,-112.37,27340.812
TX,31.13,-97.79,71301.076
KS,39.07,-96.78,22446.808
AR,35.29,-94.37,80423
TX,32.79,-97.24,2543
CA,37.87,-121.18,92908
CA,37.39,-120.73,53140.7
NH,42.73,-71.52,78196.2
VA,36.99,-79.90,58828
NY,44.98,-74.34,5629.698
OH,39.84,-83.11,210758.5
VA,39.14,-78.10,54493.398
AZ,33.42,-110.80,84087.378
UT,41.24,-111.99,69746.288
PA,39.96,-76.44,14648.8
CT,41.86,-71.89,43715.736
IN,40.28,-86.56,51849.804
GA,32.49,-83.61,28020.444
NC,35.12,-80.94,27150.048
CO,40.46,-104.86,39320.052
CO,40.02,-105.02,96697.148
NY,43.01,-74.48,22009.748
OH,39.78,-83.97,513567.51
PA,41.14,-75.89,26927.07397
ME,43.64,-70.33,29892.5827
PA,40.15,-74.74,2814228.096
CA,37.07,-120.20,70853.5
PR,18.35,-65.61,72873.24
IN,38.31,-86.98,31006.376
MN,44.34,-93.29,303688.198
PA,39.86,-79.92,1908598.976
CA,39.11,-121.61,51140.164
MD,39.03,-76.99,74739.212
WV,38.96,-81.93,75924.4
SC,34.28,-79.89,52980.9
IL,40.11,-87.54,28178.644
TN,36.27,-86.66,88039.268
SC,34.46,-82.68,211327.504
AR,36.26,-94.52,2938817.836
IL,41.44,-88.17,118635.874
MN,44.76,-93.04,4115279.65
FL,30.44,-84.30,20913.572
FL,30.07,-83.53,393647.498
NC,35.91,-81.59,58735.75
IL,41.66,-87.56,50795.408
MI,42.10,-83.24,44713.532
MA,42.24,-70.97,1419565.88
MO,40.01,-95.21,21122.232
NY,40.72,-73.35,30339.25
NV,39.13,-119.13,322390.356
WV,39.71,-79.93,4831631.196
FL,26.70,-81.78,3744374.362
CO,40.25,-104.87,1366495.884
GA,31.85,-81.62,47203.364
NY,43.05,-78.85,49.9
LA,32.83,-92.43,45602.244
CO,38.56,-104.69,49767.364
NM,36.69,-108.48,7847370.544
WI,44.32,-88.21,1562059.012
WI,43.98,-88.65,50732.46
IN,38.34,-87.43,263640.35
CO,39.94,-104.68,86521.86
OH,39.73,-84.21,167746.072
CA,33.72,-117.70,336677.75
WA,47.08,-122.36,41535.644
WA,47.09,-122.36,493540.92
MO,37.51,-90.34,5740.928
WA,48.46,-122.44,250659.664
NY,40.64,-73.57,35626.142
AZ,33.07,-109.34,30721.084
TX,31.89,-96.11,2209466.66
WI,43.83,-91.26,50331.896
NY,40.57,-74.19,98945.88
TX,32.82,-96.92,25247.604
AR,35.81,-90.56,23160.412
CA,37.63,-120.92,26138.152
CA,35.40,-119.32,50341.612
WI,42.52,-88.98,27159.148
CO,38.63,-104.71,879497.34
TX,26.21,-98.40,927727.816
OK,35.44,-97.64,168852.124
SC,34.25,-82.14,21688.898
AR,33.61,-93.79,74908.972
GA,33.67,-84.57,17210.25
KS,39.05,-95.56,44027.784
AR,35.72,-91.52,152388.22
IL,39.78,-88.90,203768.072
IL,41.67,-88.07,124725.4556
NE,40.75,-97.04,57235.25
NC,35.19,-81.01,200401.368
TX,32.48,-100.34,47853.92
MT,45.87,-111.41,47120
OH,38.98,-82.23,32113.95
CA,37.63,-120.97,172154.456
NM,35.49,-108.43,0
TX,29.39,-95.06,65278.75
MD,39.47,-79.40,44590.25
NC,35.39,-81.17,62129.5
IL,38.70,-90.13,474481.772
SD,44.09,-103.27,672984.3
TX,31.70,-102.39,247120.084
CO,38.13,-104.61,738518.742
NM,35.07,-106.39,310275.61
SC,34.83,-82.29,28487.422
OH,39.25,-84.44,40918.584
NY,42.83,-73.88,18001.756
NY,42.81,-73.95,19975.524
PA,42.15,-80.03,42422.54
PA,40.12,-79.93,29687.36988
CA,37.63,-120.85,12158.75
IA,42.35,-96.35,37052.16
CA,37.66,-122.38,31048.284
OH,38.92,-83.30,38790.556
GA,33.63,-83.83,27468.496
MI,42.57,-83.67,26985.848
KS,39.15,-94.60,20231.824
IN,40.96,-85.30,53926.148
MI,42.69,-84.68,36357.064
IN,38.88,-86.48,58648.462
MI,43.45,-83.92,32029.102
OH,41.79,-80.91,34568.508
AK,61.23,-149.72,316425.006
GA,33.78,-84.39,34397.92
GA,32.08,-81.05,52383.552
WY,44.72,-108.19,33721.924
MS,31.62,-90.08,501297.138
FL,29.68,-81.68,455512.122
AL,31.08,-87.12,527223.692
WI,44.49,-88.04,314823.798
GA,31.16,-85.10,682508.644
WA,45.58,-122.41,51249.73
WI,44.52,-88.01,42535.878
AR,33.14,-91.97,325235.22
WA,47.27,-122.39,39501.852
IN,41.22,-87.03,51874.604
AL,32.22,-88.01,372301.144
LA,30.65,-91.27,318377.482
GA,32.33,-81.20,454304.398
OR,44.61,-123.94,355317.772
AR,35.30,-94.38,94661.7
TN,35.72,-88.82,91522.956
GA,34.24,-84.80,90127.924
IA,41.59,-91.04,29827.208
MI,41.90,-83.36,109758.676
SC,33.24,-80.44,589300.422
MA,42.35,-71.05,47487.472
WI,43.46,-88.55,49796.65
KY,36.99,-85.97,137760.75
PA,40.08,-75.33,10271.012
MI,44.87,-85.91,38473.392
PA,41.79,-76.45,38951.904
VT,44.48,-73.09,297193.3891
NY,42.97,-73.75,198293.1195
NY,41.54,-73.83,142244.196
AL,32.38,-86.99,31
NY,43.12,-79.04,74
OH,39.58,-81.68,329257.49
NJ,39.71,-75.28,26519.2
MI,42.28,-83.13,71231.484
MI,42.72,-84.56,15088.044
MI,42.52,-83.04,46952.724
MI,42.99,-83.71,60959.72
TX,32.74,-97.07,54556.096
IA,41.93,-91.72,46481.08
IA,43.11,-93.23,170475.308
MO,40.19,-95.37,63320.112
MS,33.53,-88.67,96699.862
AK,64.77,-147.35,282275.306
AK,63.75,-150.31,605363.952
WA,45.81,-120.83,745015.54
WA,47.58,-117.57,14741.244
AL,31.18,-87.44,9870.328
TX,29.98,-94.22,445751.172
TX,29.65,-95.05,38696.292
OK,34.60,-98.53,53299.4
VA,36.56,-79.37,66469.9
MN,44.83,-93.12,105182.03
VA,37.53,-79.36,221089.972
TX,29.73,-95.22,171616.644
MD,39.21,-76.57,92765.252
LA,30.16,-93.34,151065.932
IN,38.63,-87.23,243881.008
IA,41.40,-91.06,346155.044
MA,42.22,-72.55,1588.75
PA,40.85,-75.26,32084.242
ND,47.94,-97.15,41367.6
MI,42.79,-84.69,105900.64
MI,42.77,-84.53,109952.124
MN,44.80,-95.49,79275.052
WA,47.27,-119.55,45268.75
OH,39.52,-84.39,47371.072
GA,32.77,-83.63,103085.37
LA,32.49,-92.15,356208.834
AZ,34.52,-112.05,74494.9
WI,46.73,-92.08,462602.462
OH,41.51,-83.35,189880.948
PA,40.92,-77.72,834878.656
MT,46.33,-111.62,320027.57
NV,40.82,-114.25,573310.312
UT,38.94,-112.82,693062.41
IA,40.65,-91.32,51509.5
PA,40.36,-76.49,11262.2
MI,45.80,-88.07,20880.562
WI,43.53,-90.00,49264.02
WI,44.53,-88.00,102738.52
AR,35.10,-92.74,172648.872
LA,28.83,-89.41,1216.73
LA,29.14,-89.61,21261.68
LA,28.16,-90.36,8387.074
LA,29.06,-91.45,5562.142
LA,28.52,-91.56,18846.318
LA,28.26,-91.74,24465.31
LA,28.20,-91.67,13803.606
LA,28.07,-91.39,14880.418
LA,28.16,-89.95,30022.038
LA,28.10,-90.20,43548.05
LA,28.05,-90.55,28135.966
LA,27.62,-90.44,61425.602
TX,29.13,-94.55,19908.266
LA,28.16,-90.72,30717.328
LA,27.55,-92.44,53823.974
LA,27.20,-92.20,33333.824
LA,27.79,-90.65,46581.562
LA,27.94,-91.03,37609.626
LA,27.69,-90.28,45393.586
LA,27.88,-90.90,114979.66
LA,29.00,-89.96,20668.956
LA,29.00,-89.86,36656.614
LA,28.95,-90.03,39847.75
LA,27.73,-91.99,24083.542
LA,27.89,-92.55,2864.44
TX,28.93,-95.32,13556.212
LA,30.46,-92.53,201817.27
TX,29.14,-96.66,72034.266
TX,31.36,-103.69,134410.81
WY,41.65,-107.82,437943.828
WY,44.87,-108.81,68977.956
NM,32.43,-103.15,103302.7605
TX,35.60,-101.88,44760.816
WV,39.88,-80.59,74248.89
TX,31.98,-104.07,30072.70924
CO,37.28,-107.88,164711.572
CO,40.14,-104.75,289920.964
TX,28.98,-95.31,736043.428
LA,30.22,-91.04,64310.92
TX,30.04,-96.99,105469.184
TX,32.50,-97.55,97275.124
TX,31.98,-102.63,219326.286
TX,32.54,-98.34,15687.298
TX,31.51,-95.53,83928.184
CO,40.36,-104.73,41955.3
PA,41.09,-79.76,37644.934
TX,31.64,-101.63,160719.3521
PA,40.31,-78.14,38296.818
UT,38.87,-112.42,76250.422
FL,29.92,-82.33,46047.212
FL,30.68,-85.84,39133.786
LA,30.78,-90.06,59909.802
FL,28.87,-82.50,19281.048
FL,28.05,-80.70,1304.15
FL,30.91,-86.89,166795.168
AL,31.12,-88.01,97034.764
FL,28.52,-81.49,27064.664
FL,30.16,-83.60,48678.598
LA,30.54,-91.87,49033.846
FL,30.51,-84.71,95460.996
FL,29.30,-81.83,36720.94
FL,28.04,-82.30,38033.368
FL,29.66,-82.85,32795.51
FL,26.69,-80.15,23275.58
MS,30.95,-89.03,66631.988
LA,30.63,-91.12,54250.232
MN,44.27,-93.32,28813.244
MN,44.64,-93.16,23062.936
OH,39.65,-83.17,38419.408
TX,28.57,-99.54,155007.818
TX,29.83,-100.80,153170.176
TX,31.17,-101.78,188088.476
TX,31.27,-103.07,19244.284
TX,30.57,-95.99,50604.078
AL,30.40,-88.19,250753.92
FL,27.62,-82.52,37822.772
TX,32.72,-102.65,32277.68
TX,32.25,-101.48,29423.574
OR,44.63,-121.13,66286.354
ID,48.43,-116.49,93074.56
ID,47.92,-116.76,63997.364
OR,43.82,-121.43,68456.454
OR,42.17,-121.44,47567.378
OR,43.08,-121.83,82104.398
OR,45.49,-119.85,49605.32
OR,45.13,-120.61,56988.05
WA,47.28,-117.41,75387.468
ID,48.43,-116.49,97060.89
WA,46.05,-118.84,136750.594
WA,46.52,-118.13,90619.516
LA,30.46,-93.15,29495.436
LA,30.46,-93.15,143458.73
TX,28.43,-96.50,385659.73
NE,41.11,-97.97,126357.024
TN,36.28,-89.15,165200.128
MN,46.31,-96.13,77179.86
IA,40.75,-95.40,95966.988
IA,43.43,-94.95,68191.044
IA,41.07,-94.36,64811.74
KY,38.40,-82.81,38897.95
PA,40.13,-79.58,39948.4
TX,32.37,-95.19,64182.75
VA,37.51,-78.91,161885.102
VA,37.42,-79.14,74202.988
PA,40.16,-74.78,182003.838
DC,38.89,-77.02,125046.68
NC,35.83,-78.32,8130.02
GU,13.46,144.66,588170.876
MN,44.11,-93.68,184559.256
TX,32.06,-96.43,116637.68
IA,41.81,-90.52,120717.094
MI,42.09,-83.36,153813.624
NY,42.88,-76.97,116256.404
CA,36.49,-119.53,122312.486
SC,34.68,-81.01,129171.464
MS,30.50,-88.94,1549
UT,40.77,-111.93,82279.644
AL,34.01,-85.97,8506.068
TX,29.73,-95.23,34163.972
TX,29.74,-95.21,4637.632
TN,36.32,-86.40,4274091.258
TX,29.38,-94.93,6782152.256
PA,39.75,-79.84,95430.81
KS,37.97,-100.90,12231.956
NV,35.99,-115.09,356422.608
DE,39.18,-75.50,422009.98
IN,41.58,-87.41,20558.25
LA,30.06,-90.59,4034489.276
IL,38.18,-89.62,44740.348
MI,45.00,-84.72,18661.18
PA,40.97,-76.60,35383.816
OH,38.93,-82.12,13478316.33
MA,42.45,-70.97,27572.272
MI,42.72,-83.26,18259.348
MO,38.81,-90.82,64519.208
TN,35.75,-86.95,29732.688
WY,41.59,-109.97,0
WY,41.60,-109.85,1900976.168
KY,37.42,-87.03,2594.75
WI,43.56,-91.23,425859.508
TX,29.99,-95.35,20627.772
IA,42.33,-96.38,1829923.586
IA,42.30,-96.36,1428649.054
SC,33.45,-79.31,65478.75
SC,33.34,-79.35,81879.792
IN,39.90,-86.24,216034.352
OK,35.74,-95.30,572779.088
MS,31.84,-89.47,68663.132
FL,30.44,-84.77,42374.414
WI,44.51,-88.13,146245.25
AR,33.89,-93.14,32359.482
NH,43.10,-70.80,50532.56
CA,38.01,-121.79,37214.76
TN,36.38,-87.65,88649.216
OK,34.84,-98.23,43411.136
IA,42.46,-94.18,40466.948
TX,29.59,-98.03,45962.976
AL,33.45,-86.06,37230.16
GA,31.57,-84.06,38916.304
AR,33.75,-92.38,43446.296
MS,33.35,-91.12,112487.832
NE,41.08,-101.14,6663937.336
NE,40.58,-98.31,1358037.398
NC,35.34,-80.83,62120.396
MN,44.89,-93.01,2572.04
