State,Latitude,Longitude,Total reported direct emissions
CA,36.20,-119.34,62102.816
WA,47.13,-122.29,86829
IL,41.34,-88.91,19999.4
IL,39.10,-88.53,83046.75
IA,43.13,-93.30,73262.95
TX,29.76,-94.91,172069.196
AR,33.18,-92.71,44806.702
AR,33.11,-92.67,29223.04
AR,33.18,-92.94,21822.468
CO,40.50,-105.12,195915.248
CA,33.02,-116.84,24226.75
NV,36.23,-115.12,156701.872
NV,35.08,-114.64,25883.2
PA,40.45,-78.91,13503.496
KY,37.02,-84.08,44978.5
OK,34.52,-98.40,101368.25
TX,29.61,-95.03,22687.764
TX,29.61,-95.05,59342.952
NM,32.98,-103.32,30493.736
WV,39.57,-77.98,20000.35
TX,29.77,-95.02,49370.764
MS,31.24,-89.05,85075.97
NH,43.61,-72.33,34387.848
IL,41.73,-89.29,87503.35
SC,34.19,-80.28,76550.25
FL,26.63,-81.76,236817.372
FL,26.56,-81.52,94386
WV,39.18,-80.05,612664
MO,38.88,-94.36,38282.75
IA,43.18,-93.21,514085.498
IN,40.73,-86.43,454492.33
TX,31.48,-97.24,111675.5
MD,39.56,-77.17,1876897.544
IN,38.74,-86.46,596746.3
CA,40.74,-122.32,336590.284
CA,35.12,-118.37,691618.826
PA,40.47,-75.90,523191.272
AL,33.54,-86.54,524139.878
PA,40.61,-75.35,15400.74
PA,39.95,-76.77,89982.048
MO,36.83,-89.94,37735.3
LA,29.69,-91.19,163451.644
MI,42.98,-85.90,24806.056
KY,38.04,-84.50,54787.25
MO,38.01,-90.08,910572.168
AZ,35.52,-113.31,795954
CA,36.75,-121.61,63037.628
TX,30.65,-98.25,222618.6
AL,33.18,-86.76,778330.028
AL,33.24,-86.82,218044.81
VA,37.38,-80.66,462167.28
IN,40.88,-86.70,122792.26
PR,18.35,-65.95,22454.672
NC,35.43,-81.35,47622
OH,41.59,-81.52,22891.664
IL,39.00,-87.63,80030.148
IA,42.02,-93.51,105811.452
IN,41.67,-87.47,157554.484
IN,41.67,-87.47,1580865.292
OH,41.64,-83.50,557709.7
CA,34.06,-117.53,69656.8
TX,29.38,-94.90,435115.248
IA,41.46,-90.69,280052.822
TX,30.04,-93.83,59131.828
AR,33.20,-92.68,686230.73
MS,32.41,-90.24,31796.05
AR,34.65,-92.30,84980.4
IA,42.82,-95.76,190531.032
GA,33.67,-84.34,9006.25
CA,35.61,-118.94,16728.588
IL,40.93,-88.66,116700.5
CA,37.42,-122.04,22123.116
CA,38.09,-121.38,653967.98
KY,36.94,-86.94,230642.332
OK,36.30,-95.33,430621.982
MO,37.27,-89.54,905162.694
IN,39.62,-86.87,788104.31
CA,34.29,-118.40,120759.75
OH,41.29,-82.17,115258.25
NM,35.89,-106.32,91824.554
KY,38.25,-85.75,82614.068
VA,39.04,-77.58,36571
IA,42.05,-94.24,157055.808
IN,41.13,-85.89,94248.396
LA,30.20,-93.31,268981.796
LA,30.41,-91.18,127694.32
LA,32.52,-92.65,34130.272
IL,41.86,-87.84,27321.248
IL,41.44,-87.75,469518.835
TX,33.59,-101.89,4368.984
TX,29.64,-95.05,20435.524
OH,41.72,-81.28,30038.034
TX,29.72,-95.11,110717.384
CA,33.95,-118.17,37650.92
CA,35.03,-117.35,583.848
MN,44.35,-95.90,38970.75
MI,42.51,-83.62,6863.75
TX,29.82,-95.13,343257.942
KS,38.35,-94.64,6405319.606
TX,26.40,-98.33,76349
NM,34.61,-106.73,8759.468
CA,35.30,-119.59,534601.32
TX,29.65,-95.05,722197.8
AK,60.86,-151.61,45968.964
LA,30.45,-90.14,12662.176
NM,36.67,-107.96,162663.236
TX,30.01,-96.89,144361.776
MI,44.70,-85.20,39294.3
TX,27.96,-98.59,201304.028
NM,32.70,-103.29,218114.576
AK,70.29,-148.43,691819.824
CA,35.45,-119.26,35780.62
TX,32.41,-94.70,68818.178
CO,40.46,-104.66,234833.686
LA,30.16,-93.35,0
TX,28.73,-99.04,22910.772
NM,32.54,-103.83,25818.76
CO,40.26,-104.73,91889.44
LA,32.57,-92.86,6936.59
ND,47.69,-103.26,112038.4798
MS,33.12,-89.59,29580.718
TX,33.54,-95.52,75398.03
NJ,40.40,-74.91,26920.504
MS,31.82,-89.45,33938.66
OH,39.45,-84.21,36247.572
PA,40.43,-78.60,80896.012
PA,40.42,-78.92,15498.896
TX,29.70,-95.07,6234.028
LA,31.88,-92.28,30820.884
MO,38.56,-90.84,15760176.5
PA,41.47,-75.54,3750861.8
TX,31.60,-97.06,75225.25
VA,38.06,-77.51,277244.368
NY,42.55,-73.67,1059142.74
TN,35.66,-89.40,1114943.146
AR,34.43,-92.90,125531.184
LA,30.26,-93.28,2023251.252
TX,32.84,-96.55,219507.112
CT,41.87,-71.89,2058951.92
MO,39.72,-94.88,254475.114
UT,40.33,-111.75,2483772.396
MN,43.80,-94.84,92132.106
TN,36.15,-83.20,100382.4
NJ,40.06,-74.17,122076.548
TX,33.63,-95.59,2350621.788
WA,47.23,-119.87,35503.816
WA,46.31,-119.30,76831.328
ID,42.55,-114.48,57012.746
OR,45.84,-119.67,32891.176
PA,40.07,-76.64,163587.672
CA,34.15,-116.44,45197.5
NJ,39.98,-74.77,1123.75
SD,44.12,-103.26,24576.96
ID,43.90,-116.82,722171.224
IA,43.34,-91.17,700299.572
FL,30.27,-85.70,1814152.824
FL,26.59,-80.19,21607.5
WY,42.11,-104.88,9868313.406
TX,27.57,-99.51,52669.304
CA,32.57,-116.94,16390.94
MN,47.53,-92.16,70323.94
IN,38.04,-87.59,15505.75
FL,26.07,-80.20,203421.13
GA,32.58,-83.06,32538.75
SC,33.04,-80.21,0
KS,39.01,-95.27,1901070.03
IN,39.09,-84.87,3181370.512
GU,13.43,144.65,52959
NM,32.42,-103.60,40751
IL,41.83,-89.41,241662.504
WV,39.34,-79.98,278882.75
MS,33.42,-90.24,77833.5
PA,40.73,-75.30,679570.436
NY,43.31,-73.62,237707.432
IN,38.42,-85.75,520938.5
ND,47.28,-101.32,2989758.144
IL,41.64,-88.05,1950413.426
FL,27.47,-82.46,51015.5
NC,35.29,-77.71,23987.75
AL,30.96,-88.02,67487.896
FL,30.42,-84.15,66658
TX,29.35,-98.58,46920.0018
CA,36.30,-119.82,49978.112
NM,33.32,-104.48,41982.592
CO,40.42,-104.68,97816.416
MT,47.68,-104.16,90127.002
MT,46.68,-111.88,32418.5
TX,30.44,-95.52,768433.7
NE,40.95,-99.75,25853.85
AL,33.09,-86.80,1107233.65
TX,31.71,-97.59,563592.28
NV,36.20,-115.13,602513.478
TX,29.68,-98.18,467196.3
OH,41.67,-83.52,67434.388
PA,39.86,-75.34,1644159.856
CA,37.07,-120.87,117205.608
LA,32.70,-93.96,45215.984
OH,40.72,-84.11,1142892.26
TX,31.42,-96.25,5979330.37
VI,17.75,-64.70,901885.792
CO,39.20,-103.70,80325.954
NC,35.43,-81.03,224976.31
IL,41.39,-87.94,13446.848
TX,32.61,-95.20,56448.032
TX,29.63,-95.07,749810
AL,34.63,-87.02,114250.976
TX,29.89,-93.94,913571.96
TX,29.89,-93.95,784093.3
UT,40.82,-111.92,166541.5
NY,43.09,-79.01,32168.4
LA,30.14,-93.53,345234.6
LA,30.20,-91.01,444330.196
TX,29.37,-94.94,1449348.4
LA,30.00,-90.40,937008.076
MI,43.43,-84.16,25353.7
DE,39.58,-75.63,220248.3
TX,29.06,-95.74,412034.6
NJ,40.63,-74.22,2801683.604
NJ,40.62,-74.21,1449945.57
TX,29.99,-93.94,68312.392
IL,39.18,-89.65,7729.3
LA,30.00,-90.46,403702.252
WI,44.78,-88.62,36326.458
MI,45.03,-84.73,6799.772
VA,38.13,-77.72,71870.4
LA,26.13,-92.04,114058.21
LA,29.32,-88.92,27221.944
LA,28.75,-88.27,94365.214
LA,28.60,-89.31,76444.616
LA,28.57,-87.93,267742.888
LA,28.27,-88.40,78835.426
LA,28.21,-88.73,86362.42
LA,28.17,-89.22,128308.634
LA,28.16,-89.24,88974.162
LA,28.15,-89.10,161555.49
AK,60.80,-151.50,9132.49
TX,31.75,-103.51,307249.266
LA,32.16,-94.02,72177.472
TX,29.85,-94.92,111405.494
TX,29.85,-94.92,108253.146
TX,29.85,-94.92,76978.724
TX,28.56,-97.85,19876.534
TX,32.50,-94.87,80210.832
TX,31.82,-103.66,21631.92084
LA,30.01,-92.78,44613.46203
TX,29.02,-96.06,113381.02
TX,29.85,-94.89,205389.276
KS,38.38,-97.83,117341.162
CO,40.27,-104.73,300701.05
CA,35.28,-119.31,28876.672
MS,30.97,-88.70,14565.108
TX,32.29,-97.04,7924.75
TX,32.01,-94.92,28195.156
TX,33.06,-94.19,53701.052
LA,32.73,-92.25,49059.672
MS,32.28,-90.67,50348.116
IL,40.36,-87.83,12835.412
NY,41.34,-74.53,59273.478
NY,43.16,-78.75,28396.448
IA,41.02,-95.64,100825.15
NJ,39.79,-75.41,675135.358
CA,34.05,-117.25,61736.32
NE,41.43,-96.46,553501.806
AZ,33.68,-112.07,64940.5
TX,32.25,-100.46,696346.76
ND,47.80,-103.57,414550.216
CA,33.76,-118.22,13954.448
NY,40.75,-73.71,24469.3
OH,39.70,-80.85,304670.864
WV,39.71,-79.96,4805184.438
NM,32.35,-108.70,19704.928
OH,41.15,-80.85,2170712.404
CA,33.94,-118.40,29000.44
CA,33.82,-118.23,6038424.346
CA,37.43,-121.93,138455.188
CA,38.03,-121.87,1398435.616
AZ,32.12,-110.88,23995.5
TX,30.15,-97.27,796365.948
IA,41.32,-91.09,4118026.572
VA,38.12,-78.21,292097.454
LA,30.49,-91.19,2059325.476
LA,30.25,-93.28,1001387.81
TX,30.91,-93.92,25778.556
LA,30.05,-90.68,115390.962
PA,40.80,-75.11,1644980.404
WV,37.71,-81.90,113738.25
PA,40.67,-79.13,165412.5
NM,32.30,-107.78,1158335.356
PA,41.15,-76.92,82086.748
WV,37.78,-81.94,9975
NY,43.03,-75.71,9976
PA,39.94,-76.82,364506.644
OH,40.92,-80.58,45308.242
IL,41.95,-88.14,16824.9
WI,42.64,-88.72,67207.85
MO,38.66,-90.19,26058.652
TX,33.18,-95.88,126381.1
CT,41.77,-72.56,85372.548
MI,44.19,-86.26,13325.648
VA,37.31,-78.06,100403.798
WI,44.92,-89.44,29481.75
NJ,40.90,-74.13,38409.254
FL,29.12,-82.06,146858
IL,41.28,-89.32,544621.848
MI,44.23,-86.29,93075
OH,41.46,-83.37,1370488.41
AR,33.36,-92.72,54974.898
CA,38.02,-122.07,257400.68
CA,38.02,-122.12,2596720.662
MA,42.39,-72.08,1140.25
MI,42.88,-82.49,82293.088
MA,42.36,-71.03,22237.264
MA,42.16,-72.53,119277.708
OH,41.19,-80.86,41189.044
HI,20.90,-156.46,152544.67
HI,20.80,-156.49,433678.636
HI,21.11,-157.06,23807.116
MN,44.02,-92.47,71028.466
TX,30.01,-94.03,69599.188
ME,46.66,-67.90,14205.676
WI,44.45,-89.54,42170.606
WA,46.84,-119.17,67709.8
ID,42.53,-113.84,82162.84
TX,29.82,-95.24,235665
MI,42.29,-84.36,9758.1
FL,27.95,-82.42,116622.412
PA,41.67,-78.64,5370.8
TX,33.16,-96.59,49357
CA,35.45,-119.09,9465.364
TN,35.39,-84.59,24999
TN,35.48,-84.68,81274.596
WV,39.34,-80.26,94765.928
MA,42.34,-71.11,261202.546
OH,41.50,-81.60,88597.916
IN,38.87,-86.20,67612.7
TX,28.98,-95.33,231505.928
TN,35.16,-89.97,33079.076
MI,45.17,-87.63,59502.9
IL,37.22,-88.87,52217.456
LA,29.93,-89.94,710508.144
AL,33.19,-87.26,45430.628
WV,37.33,-81.13,36650
VA,38.38,-78.65,42283.382
NJ,40.61,-74.26,86165.924
WI,43.76,-88.47,35970.818
CO,39.02,-108.49,95504.55
TX,29.74,-98.03,69380.92
CO,37.34,-108.76,954.232
IA,41.60,-93.35,50582.178
MN,44.89,-93.23,24708.004
MD,39.26,-79.43,34181.046
TX,31.61,-96.50,6995
LA,30.24,-91.10,61156.653
NV,36.19,-115.19,112944.124
KS,39.56,-95.13,114254.82
IN,39.10,-84.86,73823.272
OH,39.47,-84.75,22797.764
OK,34.18,-97.17,19517.476
MI,42.72,-84.48,345753.262
MI,43.48,-83.40,55330.294
MI,43.27,-82.62,43161.48
MI,43.57,-83.92,187138.522
MI,43.74,-83.45,96920.898
OR,45.52,-122.45,148061.3868
ID,43.53,-116.14,57901.284
NE,40.85,-101.54,48487.068
MO,39.19,-93.38,81928.792
VA,37.52,-76.62,84371.896
TN,35.94,-86.36,87445.298
TN,35.84,-86.37,39716.098
MD,38.75,-76.02,33018.5
MD,38.94,-75.85,96274.5
CA,35.23,-119.63,25511.104
MD,39.09,-76.68,63199.25
SC,35.11,-81.49,109921.568
SC,34.66,-82.80,14023.29
CA,34.04,-117.56,23295.75
WI,43.05,-88.03,42935.188
ND,46.32,-96.62,393661.456
MN,43.71,-95.46,52861.9
AR,35.79,-89.96,92409.85
AL,33.09,-86.79,429040.296
KY,38.83,-84.76,297113.838
MO,37.97,-90.07,2582205.098
MA,42.36,-71.09,131847.64
SC,34.93,-82.26,33628.024
AL,30.52,-88.14,34409.12
MO,39.25,-91.64,39667.9
WI,43.02,-87.90,79045.284
WI,46.67,-92.00,66772.4
PA,39.96,-76.59,88541.35
NY,43.21,-78.98,294118.15
NY,43.07,-75.13,15318.25
GA,31.59,-84.09,30725.584
OH,39.45,-84.48,29385.44
MN,44.46,-93.17,35571.216
KS,37.80,-95.43,893548.24
AL,34.83,-87.67,19933.924
NJ,40.25,-74.11,218381.1
IN,39.28,-86.47,19789.5
PA,40.40,-79.80,35439.7
MT,47.63,-111.19,80755.6
AL,32.41,-86.32,132150.5
MD,39.20,-77.46,215247.25
MI,45.02,-84.15,76626.3
CO,38.52,-107.82,46931.7
TX,29.75,-95.10,57399.384
CA,39.13,-122.13,128913.664
AL,34.70,-87.20,38891.3
MI,44.24,-86.31,89730.394
NY,42.66,-78.08,40756.696
OH,40.98,-81.78,81735.692
MO,38.96,-90.97,28568.492
TN,35.60,-88.94,25343.904
TX,29.88,-93.96,5153951.22
NH,44.50,-71.19,52586.6
NY,40.79,-73.95,43710.578
GA,34.55,-85.31,54579.752
WY,41.26,-105.60,486624.048
WV,40.34,-80.61,272123.788
MD,39.61,-78.92,7103
WV,39.49,-81.09,34458.81
PA,41.70,-78.48,41640.444
LA,32.06,-93.59,121417.75
GA,34.77,-84.77,50147.5
MI,43.24,-86.01,74406.9
OK,35.72,-95.43,107606.5
TN,36.51,-82.39,18405
OH,39.25,-82.99,21188.5
TN,36.60,-87.27,34458.168
GU,13.51,144.83,63755.67
MS,30.51,-88.54,110296.25
GA,32.82,-83.62,57631.75
NM,32.71,-103.31,216385.848
OH,39.45,-84.47,372481.268
OH,41.28,-82.89,59262.168
TX,26.34,-98.19,1054384.192
AR,34.43,-92.83,485658.392
MO,36.51,-89.56,439431.705
CA,34.18,-118.32,430634.004
MS,34.84,-89.20,1701962.292
LA,32.48,-91.99,22770.5
ME,44.82,-68.71,217677.144
CA,36.69,-119.74,13220.952
LA,29.12,-88.84,11449.068
AL,29.36,-87.89,10824.056
LA,29.25,-88.44,2068.072
LA,29.23,-88.66,8605.226
LA,29.19,-88.68,21113.498
LA,29.18,-88.74,5564.598
LA,27.19,-90.27,111138.58
LA,29.15,-88.47,42170.02
LA,29.40,-88.97,70628.788
LA,29.40,-89.03,22274.956
LA,29.30,-88.92,18481.756
LA,27.36,-89.82,53106.254
LA,29.11,-87.94,77395.216
LA,28.39,-89.46,35228.126
LA,30.10,-93.30,0
AL,30.39,-88.17,43977.29
OK,34.08,-96.59,23826.466
LA,32.27,-93.30,304543.758
WV,39.96,-80.52,148788.404
CO,40.63,-104.26,18203.332
NM,32.81,-103.77,64980.68579
TX,33.46,-102.56,62698.936
TX,32.15,-101.93,195381.33
CO,39.91,-108.29,368989.672
TX,31.78,-103.62,132689.762
TX,31.71,-103.60,62143.312
TX,31.26,-100.89,31127.39034
TX,32.18,-102.19,40101.626
TX,31.50,-101.91,210902.4265
NM,36.74,-107.94,684305.09
TX,35.40,-100.13,31537.438
KS,38.07,-98.97,8577.984
LA,32.41,-92.98,15468.406
WV,39.96,-80.55,27892.956
LA,31.80,-93.51,110015.098
PA,40.06,-76.58,46395.288
TX,32.93,-96.82,31939.132
CO,39.89,-108.29,6049.132
MO,39.23,-91.74,1506.748
MI,42.54,-83.57,53740.306
NY,41.53,-74.88,43507.788
NY,42.19,-76.98,32520.432
GA,32.90,-83.51,18511.332
CA,34.00,-118.22,265936.664
MT,47.54,-111.41,30480.636
WI,43.00,-87.96,4258.384
FL,27.61,-82.35,3629821.278
RI,41.82,-71.40,642573.122
CO,40.22,-103.68,155343.972
WI,44.08,-87.66,217429.388
MN,44.20,-94.01,1173841.214
AZ,32.39,-111.28,51073.75
TX,31.77,-106.41,842753.528
ND,46.85,-100.88,680423.482
ND,47.09,-102.95,52436.25
PA,39.81,-75.42,2013106.4
GU,13.46,144.68,421063.278
IL,37.62,-88.96,998642.614
TN,35.04,-85.63,46934.75
WV,39.58,-80.36,1624637.786
WV,39.61,-80.28,38097.654
OH,40.62,-83.16,144579.156
CA,37.80,-121.60,50609.012
SC,34.61,-79.79,107677.844
MI,46.56,-87.43,79674.332
WI,43.99,-90.07,129403.612
OH,39.97,-83.14,23123.212
NJ,40.86,-74.83,43773.936
CA,38.01,-121.76,158607.612
VA,38.53,-77.77,376601.638
KY,37.03,-88.40,32982.285
NC,35.60,-80.97,5729907.536
WV,39.82,-80.60,2135585.224
IA,42.03,-92.98,29576.5
FL,27.05,-80.56,3753096.78
CO,38.82,-104.83,543288.226
TX,32.26,-94.57,13515091.59
CA,38.03,-122.07,18730.924
PA,40.80,-75.11,256889.11
WI,44.66,-90.16,22019.942
NY,44.95,-74.89,8107.42
MI,41.92,-85.02,30687.984
AK,61.59,-149.21,32036.75
OH,41.49,-83.22,23471.512
WA,48.47,-122.57,57534
IL,41.64,-88.10,399135
OH,40.72,-84.11,101657.4
OH,40.72,-84.11,99322.4
OH,40.72,-84.11,100480
AL,30.79,-88.06,68531
TN,35.74,-84.42,158385.75
TX,33.00,-96.58,73416.5
NC,36.53,-78.89,1546362.276
TX,31.98,-106.42,263063
MO,37.25,-93.17,26758.952
OK,35.30,-97.59,840821.236
AR,33.56,-92.79,18493.812
VA,37.10,-82.39,32279.254
TX,32.68,-96.72,396327.25
ND,47.98,-101.10,25847.498
GA,32.36,-81.17,26857.58
AL,31.25,-88.03,360376.91
GA,32.35,-81.18,3265044
SC,34.05,-81.22,446051.096
OH,40.25,-81.86,69063.936
UT,40.20,-111.63,61530.248
NJ,40.68,-75.19,54271.748
AL,31.40,-86.48,1651943.518
MI,42.81,-86.00,23428.512
FL,25.86,-80.35,163784.75
MA,42.14,-71.45,100642.03
MN,45.67,-94.80,23546.054
MO,38.40,-90.34,588839.778
PA,40.21,-75.30,245525.618
IN,39.07,-87.51,5425640.768
AK,61.21,-149.85,60765.5
NH,43.14,-71.47,299851.394
AZ,33.35,-112.86,2442635.648
CA,37.22,-121.74,937325.344
LA,30.21,-91.02,1029986.2
TN,36.16,-86.77,29511.388
WI,42.85,-88.07,35398.932
CA,33.92,-118.06,4284.084
NJ,39.76,-75.42,27587.696
IL,41.14,-89.34,44986.03
OH,39.11,-84.80,6437875.978
SC,33.93,-81.29,61154.206
IN,41.72,-86.91,1495949.082
MI,43.01,-84.38,27440.996
MI,43.94,-86.42,472416.696
CO,38.79,-104.81,175076.1674
AZ,33.42,-111.97,84182.56817
VA,38.75,-77.51,253541.749
OK,34.07,-96.76,48019.04
CT,41.75,-72.65,204064.892
GA,32.49,-83.60,97718.178
NJ,39.36,-74.43,41263.792
CA,34.14,-117.42,106841
MA,41.93,-70.83,5610.25
NJ,40.47,-74.39,132296.3
CT,41.55,-72.58,126897.852
OH,39.46,-84.35,988188.188
MI,43.59,-84.22,3316942.9
TX,32.43,-97.05,1713105.252
FL,27.64,-81.96,1625274.38
CO,38.55,-104.66,123868.85
CA,36.65,-120.58,14889.844
WI,44.27,-88.30,300652.5
IL,38.66,-90.13,133750.756
PA,41.89,-76.59,18375.58
CT,41.22,-73.10,1336561.048
MA,42.13,-71.51,118572.712
KY,38.05,-85.91,7194246.07
SC,35.16,-81.43,46605.416
MA,42.11,-72.02,269153.952
ID,42.46,-114.01,28251.74
ND,47.07,-101.21,4932223.986
AZ,35.34,-114.19,30
WV,37.92,-81.83,379684.75
WA,46.14,-122.98,731695.488
CA,32.88,-117.17,11278.808
AR,33.19,-93.33,17735.584
MS,34.81,-88.32,143448.742
MT,46.90,-114.01,18346.85
WV,39.83,-80.82,4692514.594
CA,34.44,-116.89,1126409.484
TN,35.27,-89.97,58011.032
PA,40.67,-80.11,26010.3996
AR,34.71,-92.33,5436
AZ,35.02,-114.51,19509.596
GA,34.73,-84.97,36527.412
CT,41.49,-72.10,28665.836
TX,32.64,-97.32,19499.18
CO,39.76,-105.21,224764.204
WI,43.04,-87.96,33089.176
NY,42.82,-73.67,116041.966
FL,26.29,-80.15,244679.206
WV,39.71,-80.29,1022440.846
MI,41.89,-83.35,14379177.94
PA,39.82,-75.40,1341408.004
TX,31.84,-105.92,418472.424
NJ,40.86,-74.20,37449.058
NY,40.88,-73.88,32237.84
CA,36.70,-121.79,265776.266
TX,30.44,-95.52,1985163.144
PA,41.07,-76.67,1111586.11
IN,40.62,-85.31,209831.82
CT,41.43,-72.10,35027.628
KY,38.00,-86.12,60276.724
OK,36.44,-99.22,39303.804
TX,32.34,-100.92,52728.21
AL,34.64,-87.06,1697248.36
MD,38.36,-76.98,1511249.048
WV,39.64,-79.96,91385.854
AR,35.13,-92.70,42349
IL,41.41,-88.33,427422.492
IL,41.37,-88.41,41132.75
TN,36.15,-83.30,53627
KS,38.05,-97.93,17113.636
FL,27.89,-81.80,176605.856
NM,32.41,-103.95,37147.66
FL,28.17,-82.14,25297.488
FL,27.85,-82.26,49205.954
FL,27.76,-82.02,228040.486
FL,27.86,-82.34,125752.188
LA,30.02,-90.77,106864.956
MS,31.53,-89.30,638886.884
CA,36.80,-121.78,2000308.476
PA,39.98,-78.98,29321.75
TX,29.89,-93.97,1006235.928
WV,39.20,-79.27,5384447.154
TX,32.73,-96.94,353133.74
WV,38.98,-81.93,6738354.258
CA,34.08,-117.24,824124.196
DE,38.60,-75.26,46174.424
PA,41.11,-76.16,2599618.868
PA,40.81,-76.45,695.8
OH,40.71,-81.54,34196.75
KY,38.98,-84.59,14610.444
FL,27.85,-81.88,189786.5
IA,41.39,-91.06,1481003.752
OK,35.76,-95.28,3339206.562
OK,35.47,-97.67,622757.692
TX,32.97,-102.74,336683.804
TX,32.97,-102.74,241584.904
MA,42.39,-71.07,494753.902
SC,33.79,-79.73,178541.528
TX,29.55,-95.09,64343.506
KS,37.75,-99.98,71898.78
KS,37.05,-100.90,74818.168
CA,34.82,-118.75,862052.158
AL,33.73,-86.16,846060.93
IN,41.03,-85.22,88774.996
NM,32.85,-104.39,767472.006
NM,32.88,-103.30,130316.238
NC,34.97,-79.92,63981.556
NC,34.84,-79.74,63748.964
IA,42.49,-94.17,50403.25
NC,35.79,-78.67,111728.728
WV,39.50,-80.13,48924.016
ME,44.92,-68.64,86495.066
WI,44.43,-89.78,337970.792
ME,44.55,-70.54,446225.122
MS,34.92,-88.85,33129
NE,40.54,-97.58,61978.216
CA,39.68,-121.73,19086.5
WI,44.16,-88.47,66837.73
WI,44.48,-89.57,55106.792
MI,46.41,-86.65,77183.006
AL,33.21,-86.28,13759.448
TN,36.05,-87.34,20243.824
MO,36.96,-89.87,70077.38
VA,37.72,-77.12,48027.52
NJ,40.25,-74.27,38368.056
TX,29.65,-95.06,289.048
NV,39.62,-119.26,379280.654
NV,40.78,-116.19,85967.766
NV,40.98,-116.38,388988.71
NY,42.32,-77.38,13641.948
TX,33.46,-94.43,41959.2
AL,33.59,-86.82,148859.75
NC,34.32,-77.99,67967.25
FL,26.58,-80.75,61831
NM,32.27,-106.75,33437.224
IN,39.84,-84.87,47489.8
VA,37.19,-80.67,38706.5
FL,30.10,-82.26,94664
NY,40.73,-74.00,69276.386
MA,42.56,-71.85,29894.088
CA,37.46,-121.94,153206.75
OK,35.26,-97.59,34573
MD,38.39,-75.64,51606
PA,40.01,-75.05,30488.536
VT,44.91,-72.22,51032.45
GA,33.55,-83.90,63016
IN,40.87,-87.36,124290.748
MI,43.41,-83.88,41147.744
NC,35.61,-80.82,27377.096
OK,35.31,-99.64,36378.228
LA,28.86,-88.93,25175.478
LA,28.34,-88.27,37156.694
LA,28.23,-89.00,121158.408
AL,30.19,-88.16,31816.404
AL,30.09,-87.88,18454.176
AL,30.19,-88.12,31533.766
AK,60.90,-151.58,41944.486
LA,28.52,-88.29,159460.898
TX,27.37,-93.53,6432.764
TX,31.52,-103.47,96337.932
WV,39.50,-80.56,82739.252
TX,29.86,-94.91,2399819.638
TX,29.84,-94.90,907436.4521
TX,29.85,-94.91,252283.602
NM,32.63,-103.29,85085.34221
WV,39.91,-80.80,97838.728
LA,32.57,-92.68,51664.882
TX,31.11,-102.30,12291.816
TX,31.49,-94.64,117214.718
KS,37.16,-100.76,38966.982
WV,39.76,-80.86,143690.032
LA,29.73,-91.44,144156.132
KS,37.58,-99.48,27175.766
NY,42.55,-78.78,47287.324
PA,41.90,-77.91,85550.574
NY,42.18,-78.39,52871.962
PA,41.28,-80.27,25135.99
PA,41.72,-78.97,17804.266
KS,37.52,-99.96,27478.666
KS,39.36,-97.80,29332.362
NE,40.32,-96.75,23514.27
IA,41.06,-95.45,41259.856
IA,41.23,-93.78,9357.582
IA,41.36,-92.06,36332.048
IL,41.39,-90.17,10196.126
OK,35.13,-98.74,4688.844
KS,37.57,-95.94,3096.642
KS,39.80,-97.33,4818.05
IA,41.29,-93.03,1588.996
TX,29.40,-96.13,69231.09
TX,31.24,-94.70,95543.292
TX,32.41,-94.43,35468.32
AR,34.27,-92.82,11741.962
AR,35.21,-91.77,15967.596
AR,36.30,-90.84,14704.518
MO,37.32,-89.94,13178.716
IL,38.53,-89.26,29617.266
IL,39.79,-88.59,23852.308
IL,40.62,-88.49,21536.278
LA,29.80,-93.75,4683.392
LA,29.76,-93.88,53827.048
TX,33.07,-94.16,17990.686
OK,34.46,-97.53,25743.312
TX,33.60,-95.62,16942.092
TX,33.33,-102.30,23664.312
IA,42.05,-94.05,45302.002
NE,40.75,-96.37,51407.774
KS,39.55,-97.26,26597.226
WY,42.02,-110.57,33799.13
WA,47.79,-122.06,40734.5
WA,46.53,-122.87,12659.86
WA,45.77,-120.80,22951.224
WY,41.52,-109.52,25825.21
WA,48.41,-122.21,54571.754
WA,45.90,-120.21,16535.096
WA,49.00,-122.22,90233.374
WA,47.23,-122.21,27943.398
WA,45.63,-122.37,13645.556
WA,45.78,-121.63,15987.848
TX,28.37,-98.12,31410.758
AZ,33.60,-114.53,36466.766
ND,47.77,-103.50,4673.84
ND,45.07,-97.80,106892.148
MT,48.22,-104.40,804.698
ND,44.59,-96.90,102476.018
MN,44.24,-95.78,102806.418
ND,46.82,-101.76,109381.59
ND,47.25,-102.72,101595.78
ND,46.51,-100.80,99474.978
MN,43.76,-94.75,106620.502
ND,45.63,-98.66,104788.86
ND,46.07,-99.80,110263.238
MN,43.83,-93.40,11465.762
TX,34.99,-101.39,8025.98
TX,35.52,-100.97,11942.172
TX,34.06,-101.85,14623.258
KS,39.05,-97.86,3548.748
IA,43.16,-93.51,6102.988
TX,32.98,-102.82,3491.588
NY,42.09,-77.78,17070.18
IL,41.04,-88.91,39516.7
IL,41.45,-89.13,27671.012
IL,41.03,-88.09,36097.564
IA,41.23,-91.35,27096.206
IL,39.10,-88.86,23610.596
TX,32.60,-94.67,15651.924
NY,43.09,-78.96,70086.15
AK,59.56,-150.28,195523.764
